name,S1,S1_conf,ST,ST_conf
voltage,0.4334118066200537,0.08622669779790351,0.5877411188089585,0.09817813377297968
overpotentials,0.4250739748163197,0.10060137466883959,0.5587193825780071,0.08543823402920048
