name,S1,S1_conf,ST,ST_conf
kV_lengthscale,0.00012897900415456977,0.015620887205640248,0.0181940853995025,0.020824638884151713
kV_variance,0.23721620467208757,0.0932440996857781,0.3834252056197403,0.1155771609343399
k1_lengthscale_1,-0.008350083333990867,0.02297472528875112,0.037147794365308864,0.02457539081399493
k1_lengthscale_2,0.010183913995433306,0.010877500596432476,0.011287802830524064,0.007027028968305704
k1_lengthscale_3,0.0503327423901565,0.038785489902223524,0.11050266547885457,0.07127443148800497
k1_lengthscale_4,0.10599734630137994,0.07421710701940416,0.31098096402691283,0.10009374149419487
k1_variance,0.23386708930202071,0.09875359753178524,0.4786445971665336,0.15850383057921297
