name,S1,S1_conf,ST,ST_conf
kV_lengthscale,0.0026851245185524264,0.0054637269990804775,0.0010194697200212844,0.0006791437875404809
kV_variance,-0.0020053443453058777,0.01448975057218581,0.008201312059214759,0.004323440018720881
k1_lengthscale_1,0.018215337967531702,0.01963250086015223,0.03182933912694666,0.013269433207927547
k1_lengthscale_2,0.03982711816195163,0.042618764854405,0.05216188576430367,0.02095224427108898
k1_lengthscale_3,0.40974536896301483,0.15292212928173157,0.49745344574226513,0.1302485418489215
k1_lengthscale_4,0.5269695854566975,0.15241789175636145,0.7168303269374985,0.1331424916680419
k1_variance,-0.003332376912504288,0.019571498138107036,0.01439678813583148,0.006365094498315881
