name,S1,S1_conf,ST,ST_conf
voltage,0.14297902989986974,0.10466385336452179,0.535437848245632,0.09439648766102121
overpotentials,0.4854920253183748,0.13296237069762043,0.8105423839415723,0.10410554023606776
